InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
537672,21059,PARTY BUNTING,6,2011-01-06 00:00:00,9.18,16144,United Kingdom
537673,21066,HEART SHAPED DOUGHNUT,1,2010-12-28 00:00:00,14.56,17237,Sweden
537674,21062,CHILLI LIGHTS,4,2011-01-11 00:00:00,0.8,15688,Spain
537675,21049,RETROSPOT TEA SET CERAMIC 11 PC,1,2010-12-01 00:00:00,4.72,12647,United Kingdom
537676,21042,FAIRY CAKE FLANNEL ASSORTED COLOUR,2,2010-12-12 00:00:00,4.91,17571,United Kingdom
537677,21043,FAIRY CAKE FLANNEL ASSORTED COLOUR,1,2010-12-14 00:00:00,4.91,17239,Germany
C537678,21084,REGENCY CAKESTAND 3 TIER,2,2010-12-06 00:00:00,14.29,14032,Germany
537679,21005,LUNCH BAG RED RETROSPOT,1,2010-12-06 00:00:00,2.76,15170,Italy
537679,21066,HEART SHAPED DOUGHNUT,3,2010-12-22 00:00:00,14.56,15493,Belgium
537680,21031,CHILLI LIGHTS,2,2010-12-01 00:00:00,0.8,14487,France
537681,21064,RETROSPOT TEA SET CERAMIC 11 PC,1,2011-02-10 00:00:00,4.72,16545,United Kingdom
537682,21077,RETROSPOT TEA SET CERAMIC 11 PC,2,2011-02-02 00:00:00,4.72,16992,United Kingdom
537682,21050,ASSORTED COLOUR BIRD ORNAMENT,1,2010-12-09 00:00:00,2.76,15820,United Kingdom
537683,21032,LUNCH BAG RED RETROSPOT,4,2011-03-04 00:00:00,2.76,17402,United Kingdom
537684,21046,FAIRY CAKE FLANNEL ASSORTED COLOUR,2,2010-12-03 00:00:00,4.91,14902,United Kingdom
537684,21009,WHITE HANGING HEART T-LIGHT HOLDER,3,2010-12-11 00:00:00,5.93,15565,United Kingdom
537685,21086,HANGING METAL LANTERN,4,2011-01-05 00:00:00,12.57,15928,United Kingdom
537685,21028,RETROSPOT TEA SET CERAMIC 11 PC,3,2011-02-01 00:00:00,4.72,16109,United Kingdom
537686,21097,ASSORTED COLOUR BIRD ORNAMENT,1,2010-12-13 00:00:00,2.76,14053,United Kingdom
537686,21024,PARTY BUNTING,4,2010-12-06 00:00:00,9.18,17319,France
537686,21078,CHOCOLATE HOT WATER BOTTLE,1,2011-01-24 00:00:00,6.76,13824,France
537687,21007,HEART SHAPED DOUGHNUT,3,2011-01-20 00:00:00,14.56,17534,Germany
537688,21051,ASSORTED COLOUR BIRD ORNAMENT,6,2010-12-06 00:00:00,2.76,15077,Belgium
537689,21010,HEART SHAPED DOUGHNUT,5,2010-12-02 00:00:00,14.56,12920,Switzerland
537690,21072,PARTY BUNTING,3,2010-12-08 00:00:00,9.18,14241,United Kingdom
537690,21072,FAIRY CAKE FLANNEL ASSORTED COLOUR,10,2011-01-01 00:00:00,4.91,14061,Spain
537690,21045,JUMBO BAG PINK POLKADOT,2,2011-01-18 00:00:00,8.11,13300,United Kingdom
537691,21097,CHILLI LIGHTS,2,2010-12-08 00:00:00,0.8,14835,United Kingdom
537692,21047,PINK VINTAGE PAISLEY PICNIC BAG,3,2011-01-31 00:00:00,3.14,16186,United Kingdom
537693,21043,WHITE HANGING HEART T-LIGHT HOLDER,1,2010-12-06 00:00:00,5.93,13216,Spain
537693,21058,HANGING METAL LANTERN,3,2010-12-25 00:00:00,12.57,13816,United Kingdom
537694,21044,JUMBO BAG RED RETROSPOT,1,2010-12-16 00:00:00,11.11,15433,United Kingdom
537695,21054,PINK VINTAGE PAISLEY PICNIC BAG,6,2010-12-01 00:00:00,3.14,15234,Belgium
537696,21039,LOVE BUILDING BLOCK WORD,1,2010-12-21 00:00:00,10.77,14781,Italy
537697,21073,STRAWBERRY CERAMIC TRINKET POT,9,2010-12-13 00:00:00,1.34,17654,United Kingdom
C537697,21015,JUMBO BAG RED RETROSPOT,7,2010-12-04 00:00:00,11.11,13055,Italy
537698,21032,CHILLI LIGHTS,3,2011-05-19 00:00:00,0.8,17144,Spain
537699,21041,LOVE BUILDING BLOCK WORD,5,2010-12-04 00:00:00,10.77,14305,United Kingdom
537699,21065,SET OF 3 MONOCHROME HEART MUGS,3,2011-01-02 00:00:00,3.16,13427,Spain
537699,21060,HOME BUILDING BLOCK WORD,6,2010-12-30 00:00:00,9.22,12954,United Kingdom
537700,21019,HOME BUILDING BLOCK WORD,3,2010-12-29 00:00:00,9.22,15445,United Kingdom
537701,21059,ASSORTED COLOUR BIRD ORNAMENT,4,2011-03-10 00:00:00,2.76,13981,United Kingdom
537702,21081,CHILLI LIGHTS,2,2011-02-04 00:00:00,0.8,15419,Netherlands
537702,21096,ASSORTED COLOUR BIRD ORNAMENT,2,2010-12-08 00:00:00,2.76,15450,Sweden
537702,21046,HANGING METAL LANTERN,1,2010-12-05 00:00:00,12.57,17083,United Kingdom
537703,21081,ASSORTED COLOUR BIRD ORNAMENT,3,2010-12-10 00:00:00,2.76,14416,Netherlands
537704,21055,RETROSPOT TEA SET CERAMIC 11 PC,3,2011-01-22 00:00:00,4.72,14903,Sweden
537705,21052,LOVE BUILDING BLOCK WORD,3,2010-12-28 00:00:00,10.77,15991,Spain
537706,21091,FAIRY CAKE FLANNEL ASSORTED COLOUR,1,2010-12-01 00:00:00,4.91,13374,United Kingdom
537707,21063,LOVE BUILDING BLOCK WORD,4,2010-12-19 00:00:00,10.77,14009,Germany
537708,21059,CHOCOLATE HOT WATER BOTTLE,4,2010-12-08 00:00:00,6.76,14028,Belgium
537709,21014,PINK VINTAGE PAISLEY PICNIC BAG,2,2010-12-27 00:00:00,3.14,17123,United Kingdom
537710,21071,ASSORTED COLOUR BIRD ORNAMENT,10,2011-01-11 00:00:00,2.76,14276,United Kingdom
537711,21061,RETROSPOT TEA SET CERAMIC 11 PC,4,2010-12-03 00:00:00,4.72,15927,France
537711,21076,PINK VINTAGE PAISLEY PICNIC BAG,2,2011-01-01 00:00:00,3.14,18210,United Kingdom
537712,21095,HEART OF WICKER SMALL,1,2010-12-05 00:00:00,13.06,12858,United Kingdom
537713,21019,PARTY BUNTING,2,2010-12-22 00:00:00,9.18,12838,United Kingdom
537713,21015,HEART SHAPED DOUGHNUT,3,2010-12-21 00:00:00,14.56,16897,Portugal
537714,21068,PARTY BUNTING,2,2011-02-17 00:00:00,9.18,13197,United Kingdom
537714,21026,SET OF 3 MONOCHROME HEART MUGS,6,2010-12-14 00:00:00,3.16,12465,Italy
537715,21012,LUNCH BAG RED RETROSPOT,5,2010-12-20 00:00:00,2.76,12834,Portugal
537716,21005,HEART SHAPED DOUGHNUT,1,2010-12-31 00:00:00,14.56,13500,Belgium
537716,21013,LOVE BUILDING BLOCK WORD,6,2010-12-24 00:00:00,10.77,16845,United Kingdom
537717,21059,CHILLI LIGHTS,2,2010-12-01 00:00:00,0.8,18021,Spain
537717,21045,CHILLI LIGHTS,2,2011-01-10 00:00:00,0.8,14148,Germany
537718,21038,SET OF 3 MONOCHROME HEART MUGS,1,2011-01-08 00:00:00,3.16,13374,United Kingdom
537719,21077,FAIRY CAKE FLANNEL ASSORTED COLOUR,2,2011-01-12 00:00:00,4.91,13362,Germany
537719,21010,CHOCOLATE HOT WATER BOTTLE,6,2011-02-06 00:00:00,6.76,17069,United Kingdom
537720,21003,LOVE BUILDING BLOCK WORD,2,2011-03-10 00:00:00,10.77,13300,Belgium
537721,21093,CHILLI LIGHTS,2,2010-12-11 00:00:00,0.8,12647,United Kingdom
537722,21074,HEART SHAPED DOUGHNUT,3,2010-12-02 00:00:00,14.56,13841,Netherlands
537722,21041,STRAWBERRY CERAMIC TRINKET POT,1,2010-12-06 00:00:00,1.34,13824,United Kingdom
537723,21045,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-01-17 00:00:00,5.93,16628,Germany
537724,21061,JUMBO BAG RED RETROSPOT,4,2010-12-03 00:00:00,11.11,17322,Italy
537725,21044,HOME BUILDING BLOCK WORD,4,2010-12-16 00:00:00,9.22,13150,United Kingdom
537726,21008,SET OF 3 MONOCHROME HEART MUGS,3,2010-12-07 00:00:00,3.16,15405,United Kingdom
537727,21079,SET OF 3 MONOCHROME HEART MUGS,5,2010-12-03 00:00:00,3.16,15700,United Kingdom
537727,21009,HOME BUILDING BLOCK WORD,1,2010-12-27 00:00:00,9.22,16339,United Kingdom
537728,21013,LUNCH BAG RED RETROSPOT,1,2010-12-15 00:00:00,2.76,16982,United Kingdom
C537729,21088,FAIRY CAKE FLANNEL ASSORTED COLOUR,2,2011-02-07 00:00:00,4.91,12462,Germany
537730,21031,BLUE KALMIA CERAMIC MUG,7,2010-12-04 00:00:00,3.58,12915,United Kingdom
537730,21063,ASSORTED COLOUR BIRD ORNAMENT,7,2011-03-29 00:00:00,2.76,16839,Spain
537731,21047,STRAWBERRY CERAMIC TRINKET POT,3,2010-12-03 00:00:00,1.34,14241,United Kingdom
537732,21016,CHOCOLATE HOT WATER BOTTLE,3,2010-12-03 00:00:00,6.76,15852,Sweden
537733,21003,STRAWBERRY CERAMIC TRINKET POT,6,2011-01-10 00:00:00,1.34,14079,United Kingdom
537733,21042,STRAWBERRY CERAMIC TRINKET POT,1,2010-12-29 00:00:00,1.34,12362,France
537734,21038,RETROSPOT TEA SET CERAMIC 11 PC,4,2010-12-03 00:00:00,4.72,12992,Belgium
537735,21049,HEART OF WICKER SMALL,3,2010-12-10 00:00:00,13.06,17964,United Kingdom
537736,21096,STRAWBERRY CERAMIC TRINKET POT,3,2010-12-01 00:00:00,1.34,12926,Sweden
537736,21011,CHILLI LIGHTS,1,2011-02-04 00:00:00,0.8,15247,Switzerland
537737,21082,LOVE BUILDING BLOCK WORD,7,2010-12-19 00:00:00,10.77,17462,Germany
537738,21073,RETROSPOT TEA SET CERAMIC 11 PC,1,2010-12-13 00:00:00,4.72,16839,United Kingdom
537738,21027,HOME BUILDING BLOCK WORD,1,2010-12-09 00:00:00,9.22,14835,Italy
537738,21079,BLUE KALMIA CERAMIC MUG,2,2010-12-20 00:00:00,3.58,17215,France
537739,21012,PINK VINTAGE PAISLEY PICNIC BAG,5,2011-02-02 00:00:00,3.14,15715,France
537740,21005,HEART SHAPED DOUGHNUT,2,2010-12-30 00:00:00,14.56,18037,United Kingdom
537741,21060,STRAWBERRY CERAMIC TRINKET POT,2,2010-12-08 00:00:00,1.34,14042,United Kingdom
537742,21002,CHOCOLATE HOT WATER BOTTLE,11,2010-12-02 00:00:00,6.76,14709,United Kingdom
537743,21078,HOME BUILDING BLOCK WORD,1,2011-02-09 00:00:00,9.22,13224,Switzerland
C537744,21026,REGENCY CAKESTAND 3 TIER,6,2010-12-11 00:00:00,14.29,16992,Netherlands
537744,21021,PINK VINTAGE PAISLEY PICNIC BAG,11,2010-12-03 00:00:00,3.14,14010,Italy
537744,21015,SET OF 3 MONOCHROME HEART MUGS,3,2011-01-02 00:00:00,3.16,15247,United Kingdom
537745,21031,ASSORTED COLOUR BIRD ORNAMENT,7,2010-12-18 00:00:00,2.76,14039,United Kingdom
537746,21033,LOVE BUILDING BLOCK WORD,4,2011-02-18 00:00:00,10.77,16842,United Kingdom
537747,21027,LOVE BUILDING BLOCK WORD,4,2010-12-14 00:00:00,10.77,13086,United Kingdom
537747,21053,RETROSPOT TEA SET CERAMIC 11 PC,2,2010-12-04 00:00:00,4.72,16123,Italy
537748,21028,LOVE BUILDING BLOCK WORD,3,2011-01-24 00:00:00,10.77,16564,United Kingdom
537749,21069,JUMBO BAG PINK POLKADOT,3,2011-01-07 00:00:00,8.11,15345,United Kingdom
537750,21046,PARTY BUNTING,4,2010-12-06 00:00:00,9.18,17518,United Kingdom
537751,21096,HEART OF WICKER SMALL,1,2010-12-07 00:00:00,13.06,13830,United Kingdom
537752,21044,HANGING METAL LANTERN,9,2011-01-08 00:00:00,12.57,13589,Italy
537753,21025,SET OF 3 MONOCHROME HEART MUGS,8,2010-12-01 00:00:00,3.16,15660,United Kingdom
537754,21062,RETROSPOT TEA SET CERAMIC 11 PC,1,2010-12-03 00:00:00,4.72,14831,United Kingdom
537755,21065,LUNCH BAG RED RETROSPOT,6,2010-12-24 00:00:00,2.76,13150,Germany
537756,21057,LOVE BUILDING BLOCK WORD,8,2010-12-26 00:00:00,10.77,15464,United Kingdom
537756,21092,LUNCH BAG RED RETROSPOT,10,2010-12-03 00:00:00,2.76,12870,United Kingdom
537756,21066,HEART OF WICKER SMALL,5,2010-12-08 00:00:00,13.06,14611,Belgium
537756,21051,CHILLI LIGHTS,1,2010-12-29 00:00:00,0.8,14068,United Kingdom
537756,21043,RETROSPOT TEA SET CERAMIC 11 PC,1,2010-12-21 00:00:00,4.72,17927,United Kingdom
C537757,21067,LOVE BUILDING BLOCK WORD,1,2010-12-10 00:00:00,10.77,15740,France
537757,21007,ASSORTED COLOUR BIRD ORNAMENT,16,2010-12-06 00:00:00,2.76,16845,United Kingdom
537758,21097,SET OF 3 MONOCHROME HEART MUGS,5,2010-12-08 00:00:00,3.16,15450,United Kingdom
537759,21060,LUNCH BAG RED RETROSPOT,6,2011-02-10 00:00:00,2.76,13055,France
537760,21030,SET OF 3 MONOCHROME HEART MUGS,2,2010-12-11 00:00:00,3.16,13326,Switzerland
537761,21054,PINK VINTAGE PAISLEY PICNIC BAG,2,2011-01-07 00:00:00,3.14,17857,United Kingdom
537761,21082,STRAWBERRY CERAMIC TRINKET POT,1,2010-12-17 00:00:00,1.34,15648,Netherlands
537762,21071,LOVE BUILDING BLOCK WORD,1,2010-12-26 00:00:00,10.77,17090,Spain
C537763,21077,CHILLI LIGHTS,1,2010-12-07 00:00:00,0.8,17004,Italy
537764,21026,CHOCOLATE HOT WATER BOTTLE,5,2011-01-23 00:00:00,6.76,13341,France
537765,21050,PINK VINTAGE PAISLEY PICNIC BAG,1,2010-12-08 00:00:00,3.14,16413,United Kingdom
537765,21093,FAIRY CAKE FLANNEL ASSORTED COLOUR,2,2010-12-19 00:00:00,4.91,17398,Spain
537766,21018,REGENCY CAKESTAND 3 TIER,7,2011-02-04 00:00:00,14.29,12737,United Kingdom
537767,21001,JUMBO BAG RED RETROSPOT,10,2010-12-15 00:00:00,11.11,15195,Germany
C537768,21051,HANGING METAL LANTERN,2,2010-12-05 00:00:00,12.57,12683,United Kingdom
537768,21044,PARTY BUNTING,2,2010-12-09 00:00:00,9.18,14506,United Kingdom
537769,21062,REGENCY CAKESTAND 3 TIER,1,2010-12-25 00:00:00,14.29,16092,United Kingdom
537770,21017,LUNCH BAG RED RETROSPOT,2,2011-01-19 00:00:00,2.76,18140,France
537771,21050,CHOCOLATE HOT WATER BOTTLE,1,2010-12-04 00:00:00,6.76,17398,United Kingdom
537772,21099,HANGING METAL LANTERN,1,2010-12-07 00:00:00,12.57,16820,Portugal
537773,21086,LUNCH BAG RED RETROSPOT,3,2011-02-03 00:00:00,2.76,14857,United Kingdom
537773,21090,REGENCY CAKESTAND 3 TIER,4,2010-12-07 00:00:00,14.29,17881,United Kingdom
537774,21050,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-12-21 00:00:00,5.93,16346,France
537775,21016,STRAWBERRY CERAMIC TRINKET POT,1,2010-12-13 00:00:00,1.34,18021,United Kingdom
537776,21048,PINK VINTAGE PAISLEY PICNIC BAG,3,2010-12-14 00:00:00,3.14,13994,United Kingdom
537777,21057,HANGING METAL LANTERN,4,2011-01-11 00:00:00,12.57,15902,United Kingdom
537778,21040,RETROSPOT TEA SET CERAMIC 11 PC,3,2010-12-30 00:00:00,4.72,17338,Belgium
537779,21069,BLUE KALMIA CERAMIC MUG,5,2010-12-09 00:00:00,3.58,16622,United Kingdom
537780,21081,LOVE BUILDING BLOCK WORD,3,2011-01-11 00:00:00,10.77,15433,Belgium
537781,21074,LOVE BUILDING BLOCK WORD,2,2010-12-02 00:00:00,10.77,17788,United Kingdom
537781,21060,LUNCH BAG RED RETROSPOT,3,2011-01-15 00:00:00,2.76,17402,Germany
537782,21010,JUMBO BAG PINK POLKADOT,3,2011-02-07 00:00:00,8.11,14162,Spain
537782,21056,REGENCY CAKESTAND 3 TIER,3,2011-01-18 00:00:00,14.29,17518,Germany
537783,21056,LOVE BUILDING BLOCK WORD,1,2010-12-13 00:00:00,10.77,14487,Spain
C537783,21021,LUNCH BAG RED RETROSPOT,1,2010-12-07 00:00:00,2.76,14152,United Kingdom
537784,21052,FAIRY CAKE FLANNEL ASSORTED COLOUR,4,2010-12-28 00:00:00,4.91,14673,France
537785,21099,BLUE KALMIA CERAMIC MUG,1,2010-12-24 00:00:00,3.58,17277,United Kingdom
537785,21006,LUNCH BAG RED RETROSPOT,1,2011-01-19 00:00:00,2.76,12920,United Kingdom
537786,21093,LOVE BUILDING BLOCK WORD,1,2010-12-03 00:00:00,10.77,15162,Portugal
537787,21004,LOVE BUILDING BLOCK WORD,1,2010-12-14 00:00:00,10.77,16842,United Kingdom
537788,21050,REGENCY CAKESTAND 3 TIER,2,2010-12-04 00:00:00,14.29,14187,United Kingdom
537788,21035,ASSORTED COLOUR BIRD ORNAMENT,3,2010-12-05 00:00:00,2.76,15195,Spain
537789,21085,FAIRY CAKE FLANNEL ASSORTED COLOUR,1,2011-01-12 00:00:00,4.91,17493,United Kingdom
537790,21088,SET OF 3 MONOCHROME HEART MUGS,13,2010-12-15 00:00:00,3.16,16069,Belgium
537790,21063,JUMBO BAG PINK POLKADOT,1,2011-01-13 00:00:00,8.11,18215,Spain
537790,21042,HEART SHAPED DOUGHNUT,2,2010-12-09 00:00:00,14.56,18137,United Kingdom
537791,21061,HEART SHAPED DOUGHNUT,8,2010-12-23 00:00:00,14.56,17625,United Kingdom
537792,21097,JUMBO BAG PINK POLKADOT,1,2010-12-11 00:00:00,8.11,15079,United Kingdom
537793,21071,REGENCY CAKESTAND 3 TIER,1,2011-04-17 00:00:00,14.29,16289,Netherlands
537794,21096,BLUE KALMIA CERAMIC MUG,13,2010-12-09 00:00:00,3.58,18037,France
537795,21048,FAIRY CAKE FLANNEL ASSORTED COLOUR,4,2011-02-07 00:00:00,4.91,13943,United Kingdom
537795,21055,PARTY BUNTING,2,2010-12-17 00:00:00,9.18,15470,Netherlands
537795,21025,HEART OF WICKER SMALL,5,2010-12-24 00:00:00,13.06,14305,Portugal
537796,21073,BLUE KALMIA CERAMIC MUG,4,2010-12-21 00:00:00,3.58,12926,United Kingdom
537796,21015,STRAWBERRY CERAMIC TRINKET POT,2,2010-12-01 00:00:00,1.34,14140,United Kingdom
537796,21092,BLUE KALMIA CERAMIC MUG,7,2010-12-23 00:00:00,3.58,17100,United Kingdom
537797,21015,RETROSPOT TEA SET CERAMIC 11 PC,2,2011-01-11 00:00:00,4.72,16018,Netherlands
537798,21033,WHITE HANGING HEART T-LIGHT HOLDER,17,2010-12-14 00:00:00,5.93,12380,United Kingdom
537799,21003,JUMBO BAG PINK POLKADOT,1,2011-02-15 00:00:00,8.11,13367,United Kingdom
537800,21017,JUMBO BAG PINK POLKADOT,4,2010-12-22 00:00:00,8.11,14042,Italy
537800,21015,BLUE KALMIA CERAMIC MUG,1,2010-12-28 00:00:00,3.58,17657,Italy
537801,21005,HOME BUILDING BLOCK WORD,1,2011-02-08 00:00:00,9.22,15080,Netherlands
537802,21050,JUMBO BAG PINK POLKADOT,5,2010-12-24 00:00:00,8.11,13824,United Kingdom
537803,21074,JUMBO BAG PINK POLKADOT,2,2011-01-24 00:00:00,8.11,17144,Switzerland
537803,21081,JUMBO BAG PINK POLKADOT,5,2011-01-07 00:00:00,8.11,17279,Italy
537804,21041,HEART OF WICKER SMALL,1,2011-01-26 00:00:00,13.06,14773,Belgium
537804,21005,CHILLI LIGHTS,1,2010-12-21 00:00:00,0.8,13422,Italy
537805,21066,LUNCH BAG RED RETROSPOT,2,2011-01-03 00:00:00,2.76,17402,Switzerland
537806,21051,CHILLI LIGHTS,2,2010-12-06 00:00:00,0.8,13391,United Kingdom
537807,21048,LOVE BUILDING BLOCK WORD,3,2010-12-03 00:00:00,10.77,17669,United Kingdom
537808,21004,JUMBO BAG RED RETROSPOT,5,2011-01-15 00:00:00,11.11,12362,Germany
537808,21024,LOVE BUILDING BLOCK WORD,5,2010-12-01 00:00:00,10.77,13428,United Kingdom
537809,21005,JUMBO BAG RED RETROSPOT,6,2011-01-27 00:00:00,11.11,18140,Germany
537809,21017,SET OF 3 MONOCHROME HEART MUGS,9,2011-02-27 00:00:00,3.16,17257,Germany
537810,21068,HOME BUILDING BLOCK WORD,3,2011-01-25 00:00:00,9.22,17519,Switzerland
537810,21061,ASSORTED COLOUR BIRD ORNAMENT,6,2010-12-06 00:00:00,2.76,13055,United Kingdom
537811,21027,WHITE HANGING HEART T-LIGHT HOLDER,2,2010-12-17 00:00:00,5.93,12683,Germany
537812,21078,HANGING METAL LANTERN,1,2010-12-29 00:00:00,12.57,18210,Spain
537812,21093,JUMBO BAG PINK POLKADOT,1,2010-12-29 00:00:00,8.11,16137,United Kingdom
537812,21016,HEART SHAPED DOUGHNUT,10,2011-01-07 00:00:00,14.56,14245,United Kingdom
537813,21044,HOME BUILDING BLOCK WORD,4,2010-12-19 00:00:00,9.22,15766,Portugal
537813,21078,BLUE KALMIA CERAMIC MUG,6,2010-12-10 00:00:00,3.58,14384,Germany
C537813,21094,HEART SHAPED DOUGHNUT,1,2011-02-01 00:00:00,14.56,18073,United Kingdom
537814,21096,SET OF 3 MONOCHROME HEART MUGS,4,2010-12-05 00:00:00,3.16,12473,Germany
537815,21099,ASSORTED COLOUR BIRD ORNAMENT,2,2010-12-02 00:00:00,2.76,14837,United Kingdom
537816,21017,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-01-29 00:00:00,5.93,16413,Spain
537817,21065,RETROSPOT TEA SET CERAMIC 11 PC,4,2010-12-24 00:00:00,4.72,15928,Spain
537818,21033,JUMBO BAG RED RETROSPOT,1,2010-12-20 00:00:00,11.11,14773,Switzerland
537819,21040,PINK VINTAGE PAISLEY PICNIC BAG,3,2011-03-15 00:00:00,3.14,12410,United Kingdom
537820,21026,LOVE BUILDING BLOCK WORD,8,2010-12-14 00:00:00,10.77,18227,Netherlands
537821,21036,FAIRY CAKE FLANNEL ASSORTED COLOUR,4,2011-02-01 00:00:00,4.91,12848,United Kingdom
537822,21045,HEART OF WICKER SMALL,1,2010-12-27 00:00:00,13.06,17796,United Kingdom
537822,21068,PINK VINTAGE PAISLEY PICNIC BAG,7,2010-12-24 00:00:00,3.14,15618,United Kingdom
537822,21060,CHILLI LIGHTS,1,2010-12-03 00:00:00,0.8,13709,United Kingdom
537822,21075,STRAWBERRY CERAMIC TRINKET POT,3,2011-01-27 00:00:00,1.34,14199,United Kingdom
537823,21023,PINK VINTAGE PAISLEY PICNIC BAG,1,2011-01-12 00:00:00,3.14,14328,United Kingdom
537824,21050,PARTY BUNTING,5,2010-12-30 00:00:00,9.18,16193,United Kingdom
537825,21048,HOME BUILDING BLOCK WORD,1,2011-04-09 00:00:00,9.22,14277,Netherlands
537826,21017,LUNCH BAG RED RETROSPOT,3,2010-12-17 00:00:00,2.76,12362,United Kingdom
537827,21013,HANGING METAL LANTERN,1,2010-12-06 00:00:00,12.57,12834,United Kingdom
537828,21030,SET OF 3 MONOCHROME HEART MUGS,1,2010-12-12 00:00:00,3.16,16021,United Kingdom
537828,21047,HANGING METAL LANTERN,4,2011-01-22 00:00:00,12.57,13427,United Kingdom
537828,21096,ASSORTED COLOUR BIRD ORNAMENT,1,2010-12-14 00:00:00,2.76,18037,United Kingdom
537829,21047,CHOCOLATE HOT WATER BOTTLE,1,2010-12-11 00:00:00,6.76,12571,United Kingdom
537829,21086,SET OF 3 MONOCHROME HEART MUGS,7,2010-12-19 00:00:00,3.16,12465,Portugal
537829,21048,JUMBO BAG RED RETROSPOT,2,2010-12-29 00:00:00,11.11,17414,United Kingdom
537830,21040,REGENCY CAKESTAND 3 TIER,1,2010-12-08 00:00:00,14.29,14241,United Kingdom
537831,21096,HANGING METAL LANTERN,2,2010-12-10 00:00:00,12.57,12737,Germany
537832,21060,CHOCOLATE HOT WATER BOTTLE,3,2010-12-04 00:00:00,6.76,12536,United Kingdom
537833,21018,HOME BUILDING BLOCK WORD,6,2010-12-09 00:00:00,9.22,15516,Portugal
537833,21005,CHOCOLATE HOT WATER BOTTLE,1,2010-12-06 00:00:00,6.76,16537,Italy
537834,21057,HANGING METAL LANTERN,2,2010-12-17 00:00:00,12.57,14241,United Kingdom
537835,21054,HANGING METAL LANTERN,3,2010-12-15 00:00:00,12.57,17362,United Kingdom
537836,21056,HEART OF WICKER SMALL,1,2010-12-29 00:00:00,13.06,15597,United Kingdom
537837,21078,STRAWBERRY CERAMIC TRINKET POT,2,2010-12-03 00:00:00,1.34,16092,Spain
537838,21091,RETROSPOT TEA SET CERAMIC 11 PC,9,2010-12-31 00:00:00,4.72,13362,United Kingdom
537838,21005,RETROSPOT TEA SET CERAMIC 11 PC,7,2010-12-26 00:00:00,4.72,15673,United Kingdom
537839,21035,REGENCY CAKESTAND 3 TIER,10,2010-12-10 00:00:00,14.29,12535,United Kingdom
537839,21054,RETROSPOT TEA SET CERAMIC 11 PC,3,2010-12-17 00:00:00,4.72,16845,Germany
537840,21009,ASSORTED COLOUR BIRD ORNAMENT,8,2011-01-14 00:00:00,2.76,12870,Netherlands
537841,21022,PINK VINTAGE PAISLEY PICNIC BAG,3,2010-12-05 00:00:00,3.14,15466,United Kingdom
537842,21094,PINK VINTAGE PAISLEY PICNIC BAG,2,2010-12-02 00:00:00,3.14,14959,United Kingdom
537843,21058,HANGING METAL LANTERN,2,2010-12-17 00:00:00,12.57,18073,United Kingdom
537843,21076,HANGING METAL LANTERN,3,2011-02-15 00:00:00,12.57,12546,Germany
537844,21035,CHILLI LIGHTS,1,2011-02-03 00:00:00,0.8,14506,United Kingdom
537845,21063,CHOCOLATE HOT WATER BOTTLE,2,2010-12-12 00:00:00,6.76,12870,Sweden
537846,21078,LOVE BUILDING BLOCK WORD,6,2010-12-15 00:00:00,10.77,17557,United Kingdom
537847,21017,PINK VINTAGE PAISLEY PICNIC BAG,4,2011-01-10 00:00:00,3.14,17237,United Kingdom
537848,21087,ASSORTED COLOUR BIRD ORNAMENT,5,2011-02-05 00:00:00,2.76,14673,United Kingdom
537849,21068,REGENCY CAKESTAND 3 TIER,11,2010-12-28 00:00:00,14.29,15565,United Kingdom
537850,21067,FAIRY CAKE FLANNEL ASSORTED COLOUR,2,2011-02-16 00:00:00,4.91,13362,Germany
537851,21023,PARTY BUNTING,2,2010-12-14 00:00:00,9.18,17557,United Kingdom
537852,21099,LOVE BUILDING BLOCK WORD,1,2010-12-31 00:00:00,10.77,14800,Switzerland
537853,21024,WHITE HANGING HEART T-LIGHT HOLDER,5,2010-12-06 00:00:00,5.93,13222,United Kingdom
537854,21011,RETROSPOT TEA SET CERAMIC 11 PC,5,2010-12-20 00:00:00,4.72,15123,United Kingdom
C537855,21074,CHILLI LIGHTS,2,2011-01-31 00:00:00,0.8,16360,United Kingdom
537856,21021,HEART OF WICKER SMALL,1,2010-12-29 00:00:00,13.06,15702,Spain
537856,21074,WHITE HANGING HEART T-LIGHT HOLDER,1,2010-12-13 00:00:00,5.93,17583,United Kingdom
537857,21052,CHILLI LIGHTS,15,2011-01-22 00:00:00,0.8,14332,France
537857,21088,FAIRY CAKE FLANNEL ASSORTED COLOUR,2,2011-02-07 00:00:00,4.91,17082,United Kingdom
537857,21090,LUNCH BAG RED RETROSPOT,4,2011-02-04 00:00:00,2.76,15907,United Kingdom
537858,21060,PARTY BUNTING,3,2011-01-06 00:00:00,9.18,17938,United Kingdom
537858,21076,BLUE KALMIA CERAMIC MUG,4,2010-12-24 00:00:00,3.58,15120,United Kingdom
537859,21084,HEART OF WICKER SMALL,1,2010-12-13 00:00:00,13.06,15433,France
